Sulgpallitreener I,4
Sulgpallitreener II,6
Sulgpallitreener III,2
Sulgpallitreener IV,1
Sulgpallitreener V,4
"Suuhügienist, tase 6",4
"Sõiduautodiagnostik, tase 5",75
"Sõiduautodiagnostik, tase 5",69
"Sõiduautohooldaja, tase 3",1
"Sõiduautotehnik, tase 4",467
Sõrmejäljeekspert IV,4
Sõrmejäljeekspert V,2
Sõudmistreener II,1
Sõudmistreener III,1
Sõudmistreener IV,1
Sõudmistreener V,4
Taekwon-do ITF treener I,10
Taekwon-do ITF treener II,13
Taekwon-do ITF treener III,8
Taekwon-do ITF treener IV,1
Taekwondo WTF treener V,1
"Tai loodusterapeut, tase 6",5
"Taimekasvataja, tase 4",198
Taimekasvatuse konsulent IV,6
Taimekasvatuse konsulent V,7
"Taimekasvatuse konsulent, tase 5",7
"Taimekasvatuse konsulent, tase 6",2
"Taimekasvatusspetsialist, tase 5",109
Taipoksitreener I,2
Taipoksitreener II,1
Taipoksitreener V,2
Teedeinsener IV,15
"Teedeinsener, tase 6",36
"Tegevusjuhendaja, tase 4",2
"Tegevusterapeut, tase 6",18
"Tekstiilikäsitööline, tase 5",4
"Tekstiilimeister, tase 6",21
"Tekstiilimeister, tase 7",3
Tekstiiliseadmete operaator I,17
"Tekstiilkäsitöö sell, tase 4",155
"Tekstiilkäsitöö valmistaja, tase 3",6
Teleoperaator I,2
Teleoperaator II,4
Teleoperaator III,2
Teleoperaator IV,1
"Teleoperaator, tase 4",14
Telfor II,12
Telfor III,95
Telfor IV,7
Telfor V,5
Tennisetreener I,7
Tennisetreener II,14
Tennisetreener III,1
Tennisetreener IV,9
Tennisetreener V,3
Tervisedendaja IV,5
Tervisedendaja V,10
"Tervisedendaja, tase 6",3
"Tiibeti loodusterapeut, tase 6",1
Tisler I,77
Tisler I,304
Tisler I,214
Tisler II,2
"Tisler, tase 3",447
"Tisler, tase 4",14
"Tisler, tase 5",13
"Toitumisnõustaja, tase 5",1
"Toitumisterapeut, tase 6",1
Toksikoloogiaekspert IV,3
"Toksikoloogiaekspert, tase 8",1
Transporditehnikainsener IV,3
"Treener, tase 5",810
Treial II,3
Treial III,1
"Treial, tase 4",11
Triatloni treener I,3
Triatloni treener II,4
Triatloni treener III,4
Triatloni treener IV,1
Trükiettevalmistaja I,81
"Trükiettevalmistaja, tase 4",14
"Trükiettevalmistaja, tase 4",38
"Trükiste järeltöötlusseadmete operaator, tase 4",5
"Trükiste järeltöötlusseadmete operaator, tase 4",21
Trükkal I,42
Trükkal II,13
Tulekahjuekspert IV,1
"Tuleohutusekspert, tase 6",9
"Tuleohutusspetsialist, tase 5",36
Turvajuht III,171
"Turvajuht, tase 5",204
"Turvasüsteemide projekteerija, tase 6",85
Turvasüsteemide tehnik III,192
"Turvasüsteemide tehnik, tase 4",86
"Turvasüsteemide tehnik, tase 5",150
Turvatöötaja I,11211
Turvatöötaja II,17
"Turvatöötaja, tase 3",1995
"Täiskasvanute koolitaja, tase 5",131
"Täiskasvanute koolitaja, tase 6",195
"Täiskasvanute koolitaja, tase 7",65
"Täiskasvanute koolitaja, tase 8",3
Täiskasvanute koolitaja/andragoog V,5
Tõstesporditreener I,3
Tõstesporditreener III,4
Tõstesporditreener IV,1
"Tööjuht, tase 5",108
Uisutamistreener I,5
Uisutamistreener II,3
Uisutamistreener III,3
Uisutamistreener IV,6
Uisutamistreener V,2
"Ujula vetelpäästja, tase 3",3
Ujumistreener I,28
Ujumistreener II,24
Ujumistreener III,18
Ujumistreener IV,23
Ujumistreener V,8
Vagunijärelevaataja II,32
"Vagunijärelevaataja, tase 3",55
"Vagunijärelevaataja, tase 4",99
Valguskujundaja IV,3
Valguskujundaja IV,1
Valgustaja III,5
Valgustaja III,1
"Vanem-maastikuehitaja, tase 5",7
"Vanem-viipekeeletõlk, tase 6",2
"Vanemkelner, tase 5",19
"Vanemprojektijuht, tase 6",5
"Vanemraamatupidaja, tase 6",178
"Vanemtreener, tase 6",518
"Vanemõpetaja, tase 7",15
Vara hindaja V,21
"Vara hindaja, tase 7",16
Vedurijuhi abi I,27
Vedurijuhi abi II,192
"Vedurijuhi abi, tase 2",1
"Vedurijuhi abi, tase 3",153
Vedurijuht III,8
"Veevarustuse- ja kanalisatsiooniinsener, tase 6",2
"Veevärgilukksepp, tase 4",10
Vehklemistreener IV,2
Vehklemistreener V,5
"Veisekasvataja, tase 4",81
"Veisekasvatuse konsulent, tase 5",3
"Veisekasvatuse konsulent, tase 6",1
"Veisekasvatusspetsialist, tase 5",67
"Veisekasvatustöötaja, tase 3",5
Ventilatsioonilukksepp I,17
Ventilatsioonilukksepp II,12
"Ventilatsioonilukksepp, tase 4",6
Veoautojuht II,6
Veokorraldaja III,20
Veokorraldaja III,89
"Veokorraldaja, tase 4",6
Vesiaeroobikatreener I,4
Vesiaeroobikatreener II,1
Vesiaeroobikatreener IV,1
"Vetelpäästja, tase 3",98
Vibulaskmistreener I,5
Vibulaskmistreener II,4
Viipekeeletõlk III,7
Viipekeeletõlk V,2
Volitatud arhitekt IV,23
Volitatud arhitekt V,8
"Volitatud arhitekt, tase 7",211
"Volitatud arhitekt-ekspert, tase 8",23
Volitatud autoinsener V,2
"Volitatud biomeditsiinitehnikainsener, tase 8",13
Volitatud ehitusinsener V,34
"Volitatud ehitusinsener, tase 8",86
"Volitatud elektriinsener elektrivõrkude ja -süsteemide alal, tase 8",4
"Volitatud elektriinsener tarbija elektripaigaldiste alal, tase 8",3
Volitatud elektriinsener V,7
"Volitatud elektriinsener, tase 8",2
"Volitatud energiatõhususe spetsialist, tase 8",11
"Volitatud hüdrotehnikainsener, tase 8",7
"Volitatud kütte-, ventilatsiooni- ja jahutuseinsener, tase 8",17
"Volitatud maastikuarhitekt, tase 7",18
"Volitatud mehaanikainsener tootearenduse alal, tase 8",14
"Volitatud mehaanikainsener tootmistehnika alal, tase 8",15
Volitatud mehaanikainsener V,7
Volitatud mäeinsener V,2
"Volitatud mäeinsener, tase 8",5
Volitatud raudteeinsener V,5
"Volitatud raudteeinsener, tase 8",4
"Volitatud sisearhitekt, tase 7",17
"Volitatud soojusenergeetikainsener energiamuundamise seadmete alal, tase 8",1
"Volitatud soojusenergeetikainsener soojusmajanduse ja kütuste alal, tase 8",2
"Volitatud soojusenergeetikainsener soojustehnoloogia seadmete alal, tase 8",1
"Volitatud soojusenergeetikainsener, tase 8",19
Volitatud soojustehnikainsener V,33
Volitatud teedeinsener V,4
"Volitatud teedeinsener, tase 8",24
Volitatud transporditehnikainsener V,3
"Volitatud veevarustuse- ja kanalisatsiooniinsener, tase 8",33
Väikelaevade ehitaja I,12
Väikelaevade ehitaja I,16
"Väikelaevaehitaja, tase 4 esmane kutse",36
"Välioperaator, tase 5",10
"Värbamisjuht, tase 6",2
"Värbamisspetsialist, tase 5",2
Võimlemistreener I,13
Võimlemistreener II,17
Võimlemistreener III,13
Võimlemistreener IV,6
Võimlemistreener V,3
Võistlustantsutreener I,22
Võistlustantsutreener II,10
Võistlustantsutreener III,6
Võistlustantsutreener IV,21
Võistlustantsutreener V,4
"Võlanõustaja, tase 6",5
Võrkpallitreener I,7
Võrkpallitreener II,7
Võrkpallitreener III,10
Võrkpallitreener IV,7
Võrkpallitreener V,4
Wu-shu treener I,2
Wu-shu treener II,3
Wu-shu treener III,2
Wu-shu treener IV,1
Ämmaemand III,3
Ämmaemand IV,7
Ämmaemand V,3
"Ämmaemand, tase 6",4
"Ämmaemand, tase 7",7
"Õigusnõunik, tase 7",8
Õmbleja I,176
Õpetaja V,497
"Õpetaja, tase 6",3
"Õpetaja, tase 7",8
"Üldmassaažiterapeut, tase 6",2
Ümarmetsamaterjalide sorteerimisliini operaator II,8
